time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),rain (mm),snowfall (cm),surface_pressure (hPa),wind_speed_10m (km/h),wind_direction_10m (°),wind_gusts_10m (km/h),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),is_day ()
2021-03-01T00:00,4,94,3.1,0.7,0,0,1032.8,11.6,74,23.4,5.2,0.213,0
2021-03-01T01:00,3.5,93,2.5,0.3,0,0,1032.1,10.5,74,20.5,5.6,0.205,0
2021-03-01T02:00,3,94,2.2,-0.1,0,0,1032.2,9.4,72,18.4,5,0.205,0
2021-03-01T03:00,2.4,95,1.7,-0.7,0,0,1031.9,8.6,75,16.2,4.4,0.205,0
2021-03-01T04:00,2,96,1.5,-1.3,0,0,1031.6,9.8,73,16.9,4,0.205,0
2021-03-01T05:00,1.9,96,1.4,-1.7,0,0,1031.5,11.2,75,19.4,3.6,0.205,0
2021-03-01T06:00,1.7,97,1.2,-1.9,0,0,1031.5,11.4,77,20.5,3.3,0.206,0
2021-03-01T07:00,1.5,97,1,-2.2,0,0,1031.4,11.7,81,20.5,3.1,0.206,0
2021-03-01T08:00,1.5,96,1,-2.2,0,0,1031.7,12.3,83,21.6,2.9,0.206,1
2021-03-01T09:00,3,92,1.9,-0.8,0,0,1031.8,13.1,81,24.1,3.4,0.206,1
2021-03-01T10:00,4.7,86,2.6,1,0,0,1031.8,13.8,83,28.4,4.5,0.206,1
2021-03-01T11:00,6.7,79,3.3,3.2,0,0,1031.7,13,85,29.2,5.9,0.206,1
2021-03-01T12:00,8.5,72,3.8,5.2,0,0,1031.5,12.6,87,28.8,7.3,0.205,1
2021-03-01T13:00,7.9,76,4,4.7,0,0,1031.2,12.6,87,28.1,6.2,0.202,1
2021-03-01T14:00,9.3,72,4.5,6,0,0,1030.4,13.2,79,29.2,7.9,0.202,1
2021-03-01T15:00,10.2,69,4.7,6.9,0,0,1029.8,13.5,81,29.5,8.9,0.201,1
2021-03-01T16:00,10.5,67,4.7,7.3,0,0,1029.4,13.6,79,29.2,9.4,0.201,1
2021-03-01T17:00,10.1,69,4.7,7.1,0,0,1029,12.2,71,27.7,9.3,0.201,1
2021-03-01T18:00,8.3,78,4.6,5.4,0,0,1028.9,11.1,61,23.4,8.6,0.201,1
2021-03-01T19:00,6.6,84,4.1,3.4,0,0,1029.1,12.4,60,21.6,7.5,0.201,0
2021-03-01T20:00,5.8,87,3.8,2.5,0,0,1029.3,12.4,64,22.3,6.7,0.201,0
2021-03-01T21:00,5.2,89,3.6,2,0,0,1029,11.7,72,21.2,6.1,0.201,0
2021-03-01T22:00,5,90,3.4,1.6,0,0,1029.1,12.4,82,21.6,5.7,0.201,0
2021-03-01T23:00,4.7,90,3.2,1.4,0,0,1029.2,12.2,88,22,5.3,0.201,0
2021-03-02T00:00,4.3,91,2.9,1,0,0,1029.1,11.6,95,21.6,5.1,0.202,0
2021-03-02T01:00,4.3,88,2.5,1.1,0,0,1028.6,10.1,107,20.2,4.7,0.2,0
2021-03-02T02:00,3.3,88,1.6,0.2,0,0,1028.5,8.3,108,17.3,4.4,0.2,0
2021-03-02T03:00,2.6,89,0.9,-0.6,0,0,1028.4,8.2,105,14,4.1,0.2,0
2021-03-02T04:00,1.9,90,0.4,-1.3,0,0,1028.1,7.9,106,13.7,3.7,0.2,0
2021-03-02T05:00,1.4,90,-0.1,-1.8,0,0,1028,7.3,101,13,3.3,0.2,0
2021-03-02T06:00,1,91,-0.3,-2.2,0,0,1028,7.2,96,12.2,3,0.2,0
2021-03-02T07:00,0.6,92,-0.6,-2.6,0,0,1027.9,6.9,99,12.6,2.7,0.201,0
2021-03-02T08:00,1,92,-0.2,-2.4,0,0,1028.1,8.1,103,13,2.5,0.201,1
2021-03-02T09:00,3.4,85,1,0.2,0,0,1028.3,8.7,107,16.9,3.2,0.201,1
2021-03-02T10:00,6.2,77,2.4,3.5,0,0,1028.6,6.4,117,16.9,4.6,0.201,1
2021-03-02T11:00,8.8,71,3.8,6.5,0,0,1028.9,5.9,128,16.9,6.4,0.2,1
2021-03-02T12:00,10.9,66,4.8,8.8,0,0,1028.9,6.1,140,18,8.2,0.2,1
2021-03-02T13:00,12.4,62,5.3,10.4,0,0,1028.1,5.9,128,18.4,9.7,0.199,1
2021-03-02T14:00,13.6,59,5.8,11.6,0,0,1027.6,6.9,137,18.4,10.9,0.198,1
2021-03-02T15:00,14.4,57,6,12.3,0,0,1027.3,7.1,150,18.7,11.7,0.197,1
2021-03-02T16:00,14.7,57,6.3,13,0,0,1027,5.5,157,17.3,12,0.197,1
2021-03-02T17:00,14.3,66,8.1,13.5,0,0,1026.9,2.3,162,13.3,11.8,0.196,1
2021-03-02T18:00,13.6,61,6.2,12.3,0,0,1026.9,2.5,45,3.6,10.7,0.197,1
2021-03-02T19:00,10.6,73,5.9,8.9,0,0,1027.3,4.7,58,5.4,8.9,0.197,0
2021-03-02T20:00,7.2,86,5,5,0,0,1027.5,6.8,87,7.9,7.6,0.197,0
2021-03-02T21:00,5.5,92,4.3,2.9,0,0,1027.6,8.7,132,10.1,6.7,0.197,0
2021-03-02T22:00,4.9,93,3.9,1.9,0,0,1027.8,10.7,192,12.6,6,0.197,0
2021-03-02T23:00,4.9,93,3.8,2.2,0,0,1027.9,8.8,199,13.7,5.5,0.197,0
2021-03-03T00:00,4.4,94,3.5,1.7,0,0,1027.7,8.1,193,11.9,5.2,0.197,0
2021-03-03T01:00,4.7,93,3.6,2.1,0,0,1027.5,8,207,14,4.7,0.188,0
2021-03-03T02:00,4.2,93,3.2,1.6,0,0,1027.6,7.1,210,13.3,4.6,0.188,0
2021-03-03T03:00,2.8,95,2.1,-0.4,0,0,1027.1,10,210,11.9,4.3,0.188,0
2021-03-03T04:00,3,95,2.3,0.2,0,0,1026.8,7.6,205,12.2,4,0.189,0
2021-03-03T05:00,3.1,95,2.3,0.3,0,0,1026.9,7.4,223,11.5,3.9,0.189,0
2021-03-03T06:00,2.5,96,2,-0.6,0,0,1026.9,8.9,223,11.2,3.7,0.189,0
2021-03-03T07:00,2.2,96,1.7,-0.8,0,0,1026.9,8.3,214,11.9,3.4,0.189,0
2021-03-03T08:00,3.5,95,2.8,0.9,0,0,1027.3,6.9,223,11.5,3.4,0.189,1
2021-03-03T09:00,6,89,4.3,4,0,0,1027.4,4.7,212,11.2,4.4,0.189,1
2021-03-03T10:00,8.8,83,6,7,0,0,1027.4,5.8,202,14,6.1,0.189,1
2021-03-03T11:00,11.7,75,7.5,10.3,0,0,1027.3,5.6,207,16.2,8,0.189,1
2021-03-03T12:00,13.8,68,7.9,12.3,0,0,1027.1,6.9,208,18.4,9.9,0.189,1
2021-03-03T13:00,14,65,7.6,12.3,0,0,1026.8,7.5,253,21.6,9.9,0.191,1
2021-03-03T14:00,14.5,64,7.7,12.9,0,0,1026.1,7.4,256,19.4,11.3,0.19,1
2021-03-03T15:00,14.8,63,7.8,13.1,0,0,1025.5,7.6,262,19.4,12.2,0.19,1
2021-03-03T16:00,14.8,62,7.7,13.1,0,0,1025.2,7.6,270,18.4,12.5,0.189,1
2021-03-03T17:00,14,67,8.1,12.6,0,0,1024.8,6.3,301,16.9,12.3,0.189,1
2021-03-03T18:00,11.2,83,8.5,9.4,0,0,1024.6,9.3,344,16.2,11.4,0.189,1
2021-03-03T19:00,8.2,93,7.2,6.1,0,0,1024.9,9.4,358,18.4,10.2,0.189,0
2021-03-03T20:00,7.6,92,6.4,5.7,0,0,1024.8,6.7,16,17.3,9.4,0.19,0
2021-03-03T21:00,6.6,97,6.1,5,0.1,0,1024.6,4.2,31,12.2,8.5,0.191,0
2021-03-03T22:00,6.3,97,5.8,4.6,1,0,1024.2,4.8,42,15.1,7.8,0.201,0
2021-03-03T23:00,5.9,96,5.3,4,1.2,0,1023.9,4.7,58,15.1,7,0.218,0
2021-03-04T00:00,5.1,96,4.5,2.9,0.9,0,1023.6,5.7,18,14.8,6.4,0.23,0
2021-03-04T01:00,4.4,98,4.1,2.2,0.5,0,1023.2,5.4,20,10.8,6.5,0.211,0
2021-03-04T02:00,4.3,97,3.9,2,0.3,0,1022.8,5.5,23,11.2,5.9,0.215,0
2021-03-04T03:00,3.8,98,3.5,1.4,0.1,0,1022,6.1,45,10.1,5.4,0.216,0
2021-03-04T04:00,3.5,99,3.3,1.3,0.1,0,1021.3,4.6,39,11.2,5,0.217,0
2021-03-04T05:00,3.2,99,3.1,0.9,0,0,1021,4.5,29,7.9,4.6,0.217,0
2021-03-04T06:00,3.7,99,3.5,1.2,0,0,1020.8,6.4,38,12.2,4.8,0.217,0
2021-03-04T07:00,3.9,98,3.6,1.3,0,0,1020.3,7.2,37,12.6,4.9,0.217,0
2021-03-04T08:00,4.2,96,3.6,1.5,0,0,1020.5,8.2,23,15.1,5,0.217,1
2021-03-04T09:00,4.7,95,4,1.9,0.1,0,1020.7,9.6,13,18.7,5.2,0.217,1
2021-03-04T10:00,5,96,4.4,2.4,0.1,0,1020.4,8.8,9,19.1,5.6,0.218,1
2021-03-04T11:00,5.7,95,5,3.6,0.2,0,1020.5,6.2,353,18,6.2,0.219,1
2021-03-04T12:00,6.2,95,5.4,4,0.2,0,1020.5,7.4,346,16.2,6.7,0.22,1
2021-03-04T13:00,6,89,4.3,3.5,0.2,0,1020.6,7.9,330,18.7,6.2,0.266,1
2021-03-04T14:00,5.9,86,3.7,2.8,0.3,0,1020.3,11.1,335,23,6.4,0.265,1
2021-03-04T15:00,5.6,85,3.3,1.9,0.1,0,1020.2,14.8,356,28.8,6.3,0.263,1
2021-03-04T16:00,5,84,2.6,1.2,0,0,1020.4,14.4,359,29.5,6,0.261,1
2021-03-04T17:00,4.7,83,2,1,0,0,1020.4,13.4,352,27.7,5.7,0.259,1
2021-03-04T18:00,4.4,86,2.2,0.7,0.1,0,1020.8,13.2,349,26.3,5.5,0.257,1
2021-03-04T19:00,4.2,89,2.5,1.2,0,0,1021.2,8.9,328,24.1,5.2,0.256,0
2021-03-04T20:00,4,92,2.8,0.9,0,0,1021.5,10,319,17.6,4.9,0.254,0
2021-03-04T21:00,4.5,91,3.2,1.3,0,0,1021.8,11.5,340,20.2,4.9,0.253,0
2021-03-04T22:00,4.4,87,2.5,0.7,0,0,1022,13.6,349,24.8,4.8,0.251,0
2021-03-04T23:00,3.6,81,0.6,-0.2,0,0,1022.3,12.1,350,25.2,4.5,0.25,0
2021-03-05T00:00,3.4,80,0.3,-0.3,0,0,1022.6,11,349,22,4.3,0.249,0
2021-03-05T01:00,3,81,0,-0.1,0,0,1023,7,339,20.5,4.3,0.246,0
2021-03-05T02:00,2.8,81,-0.1,-0.4,0,0,1023.4,7.6,335,13,4.1,0.245,0
2021-03-05T03:00,2.9,80,-0.3,-0.7,0,0,1023.7,9.8,354,16.9,3.9,0.244,0
2021-03-05T04:00,3,80,-0.1,-0.9,0,0,1024,12.6,13,22,3.9,0.244,0
2021-03-05T05:00,2.9,84,0.4,-1.3,0,0,1024.4,14.3,18,25.9,3.8,0.243,0
2021-03-05T06:00,2.4,83,-0.2,-1.7,0,0,1024.8,13.6,17,25.9,3.7,0.242,0
2021-03-05T07:00,1.6,80,-1.4,-2.6,0,0,1025.3,13,19,24.5,3.3,0.241,0
2021-03-05T08:00,0.9,88,-0.8,-3.1,0,0,1026.1,12.1,23,23.4,2.8,0.24,1
2021-03-05T09:00,2.3,84,-0.1,-1.7,0,0,1027,12.6,31,23.8,3.2,0.24,1
2021-03-05T10:00,3.7,66,-2,-0.8,0,0,1027.7,14,42,28.8,4.1,0.239,1
2021-03-05T11:00,4.8,55,-3.5,-0.1,0,0,1028,15.3,51,32,5.2,0.238,1
2021-03-05T12:00,5.6,50,-4,0.5,0,0,1028.4,17.1,46,35.6,6.2,0.236,1
2021-03-05T13:00,5,53,-3.8,0,0,0,1029,16,44,36,6.8,0.235,1
2021-03-05T14:00,5.5,49,-4.2,0.5,0,0,1028.8,16.3,35,33.8,7,0.234,1
2021-03-05T15:00,5.7,45,-5.2,0.3,0,0,1028.9,17.4,34,36,7.2,0.233,1
2021-03-05T16:00,5.7,47,-4.8,0.4,0,0,1029.2,17.7,39,36,7.2,0.232,1
2021-03-05T17:00,5.4,47,-5,0.3,0,0,1029.2,15.8,45,35.3,6.8,0.231,1
2021-03-05T18:00,4.3,54,-4.2,0.3,0,0,1029.6,8.9,50,30.2,6.1,0.23,1
2021-03-05T19:00,0.6,75,-3.3,-3.4,0,0,1030.1,9.7,31,16.2,4.7,0.23,0
2021-03-05T20:00,0,82,-2.7,-3.6,0,0,1030.8,7.8,34,12.6,3.5,0.23,0
2021-03-05T21:00,0,82,-2.7,-3.6,0,0,1031.3,7.4,39,11.9,2.7,0.229,0
2021-03-05T22:00,-0.4,81,-3.2,-4.1,0,0,1031.7,7.9,51,13,2.2,0.229,0
2021-03-05T23:00,-0.6,82,-3.4,-4.4,0,0,1032.2,8.4,50,14,1.7,0.229,0
2021-03-06T00:00,-0.9,85,-3.1,-4.7,0,0,1032.6,8.7,45,14.8,1.4,0.229,0
2021-03-06T01:00,-1.1,87,-3.1,-4.9,0,0,1032.7,8.4,40,15.1,1.5,0.227,0
2021-03-06T02:00,-1.3,89,-3,-5.1,0,0,1032.7,8.1,45,14.4,1.2,0.227,0
2021-03-06T03:00,-1.6,90,-3.1,-5.3,0,0,1032.4,7.7,53,14,0.9,0.227,0
2021-03-06T04:00,-2.2,91,-3.5,-5.8,0,0,1032.3,6.8,65,13.3,0.7,0.227,0
2021-03-06T05:00,-2.8,92,-4,-6.5,0,0,1032.3,6.6,77,11.2,0.6,0.226,0
2021-03-06T06:00,-3.3,92,-4.4,-7.1,0,0,1032.7,7.7,79,10.4,0.5,0.226,0
2021-03-06T07:00,-3.5,92,-4.6,-7.4,0,0,1032.6,7.6,71,10.8,0.4,0.226,0
2021-03-06T08:00,-2.3,91,-3.5,-5.9,0,0,1032.9,6.8,65,10.8,0.3,0.226,1
2021-03-06T09:00,-0.2,84,-2.6,-3.7,0,0,1033.4,6.7,54,15.5,0.4,0.226,1
2021-03-06T10:00,1.8,76,-2,-1.6,0,0,1033.3,7.2,53,18,0.7,0.225,1
2021-03-06T11:00,3.9,67,-1.7,0.5,0,0,1033.1,7,55,19.1,2.4,0.225,1
2021-03-06T12:00,5.4,53,-3.3,1.5,0,0,1033,9.2,59,22.3,4.3,0.224,1
2021-03-06T13:00,5.9,53,-3,1.8,0,0,1032.9,11.2,69,24.8,6,0.223,1
2021-03-06T14:00,6.4,52,-2.8,2.3,0,0,1031.8,11.4,72,26.6,6.9,0.222,1
2021-03-06T15:00,6.7,52,-2.6,2.4,0,0,1031.1,12,74,27,7.4,0.221,1
2021-03-06T16:00,6.6,52,-2.6,2.5,0,0,1030.4,11.5,76,27,7.4,0.22,1
2021-03-06T17:00,6.1,54,-2.6,2.1,0,0,1029.8,10.2,72,24.8,7,0.219,1
2021-03-06T18:00,4.4,65,-1.6,0.9,0,0,1029.6,7.4,51,20.9,6.1,0.219,1
2021-03-06T19:00,2.4,73,-2,-1.6,0,0,1029.5,10.5,41,17.6,4.8,0.219,0
2021-03-06T20:00,1.6,76,-2.2,-2.6,0,0,1029.2,11.8,38,20.5,3.8,0.219,0
2021-03-06T21:00,0.8,79,-2.4,-3.1,0,0,1029,10,41,20.5,3.1,0.219,0
2021-03-06T22:00,-0.5,84,-2.8,-4,0,0,1029,7.2,53,17.3,2.3,0.219,0
2021-03-06T23:00,-2.1,87,-3.9,-6.1,0,0,1029.1,9.6,56,11.9,1.5,0.219,0
2021-03-07T00:00,-2.7,88,-4.4,-6.8,0,0,1029,9.5,37,12.6,0.8,0.219,0
2021-03-07T01:00,-2.5,89,-4,-6.2,0,0,1028.3,7.3,33,11.9,1.7,0.215,0
2021-03-07T02:00,-2.7,90,-4.1,-6.4,0,0,1028,6.9,47,10.1,0.9,0.215,0
2021-03-07T03:00,-3.2,92,-4.4,-7,0,0,1027.4,7.2,53,10.1,0.6,0.215,0
2021-03-07T04:00,-3.7,93,-4.6,-7.5,0,0,1026.6,7.2,53,10.4,0.5,0.215,0
2021-03-07T05:00,-3.5,94,-4.3,-7.1,0,0,1026.3,6.1,45,10.1,0.4,0.215,0
2021-03-07T06:00,-3.7,95,-4.5,-7.3,0,0,1026.1,6.1,50,10.1,0.3,0.215,0
2021-03-07T07:00,-4.6,95,-5.2,-8.7,0,0,1025.8,9,53,10.8,0.2,0.215,0
2021-03-07T08:00,-2.9,97,-3.3,-6.2,0,0,1025.7,4.8,63,11.2,0.1,0.215,1
2021-03-07T09:00,-0.7,93,-1.8,-3.8,0,0,1025.8,4.7,58,12.6,0.2,0.215,1
2021-03-07T10:00,1.6,88,-0.3,-1.4,0,0,1025.6,5.9,43,15.8,0.4,0.215,1
2021-03-07T11:00,3.9,78,0.5,0.6,0,0,1025.4,8.7,42,21.2,1,0.215,1
2021-03-07T12:00,5.4,62,-1.4,1.5,0,0,1025.1,10.7,40,26.6,3.4,0.214,1
2021-03-07T13:00,5.7,58,-2,1.9,0,0,1024.9,9.7,31,25.2,6,0.213,1
2021-03-07T14:00,5.8,57,-2,1.9,0,0,1024.2,10.1,27,24.1,6.5,0.212,1
2021-03-07T15:00,5.6,57,-2.2,1.6,0,0,1023.5,10.5,22,24.1,6.5,0.212,1
2021-03-07T16:00,5.3,57,-2.6,1.2,0,0,1023.2,11.2,15,24.1,6.3,0.211,1
2021-03-07T17:00,4.8,57,-3,0.7,0,0,1022.8,10.5,16,24.1,5.8,0.211,1
2021-03-07T18:00,4.3,58,-3.3,0.5,0,0,1022.7,8.6,15,20.9,5.3,0.211,1
2021-03-07T19:00,2.9,65,-3.1,-0.8,0,0,1023,7.6,8,16.6,4.5,0.211,0
2021-03-07T20:00,2.4,68,-3,-1.2,0,0,1023.2,7.2,3,13.7,3.9,0.211,0
2021-03-07T21:00,2.2,68,-3,-1.4,0,0,1023.2,7.2,354,12.6,3.5,0.211,0
2021-03-07T22:00,1.5,72,-3,-1.9,0,0,1023.4,5.9,349,12.6,3,0.211,0
2021-03-07T23:00,1.3,77,-2.3,-2.1,0,0,1023.6,6.5,360,10.4,2.7,0.211,0
2021-03-08T00:00,1,78,-2.4,-2.5,0,0,1023.6,6.6,13,9.4,2.4,0.211,0
2021-03-08T01:00,0.5,83,-2,-2.7,0,0,1023.1,5.5,337,9.7,3.3,0.21,0
2021-03-08T02:00,0,86,-2.1,-3.2,0,0,1023,5.3,332,7.6,2.6,0.21,0
2021-03-08T03:00,-0.7,89,-2.3,-3.9,0,0,1022.7,5.1,309,7.9,1.9,0.21,0
2021-03-08T04:00,-1.4,90,-2.8,-4.6,0,0,1022.3,5,300,8.6,1.3,0.21,0
2021-03-08T05:00,-2.2,90,-3.6,-5.7,0,0,1022.3,6.2,306,9.4,0.8,0.21,0
2021-03-08T06:00,-2.6,90,-3.9,-6.5,0,0,1022.6,8.9,313,10.8,0.6,0.21,0
2021-03-08T07:00,-3,91,-4.3,-7,0,0,1022.6,9,307,11.9,0.5,0.21,0
2021-03-08T08:00,-1.3,89,-3,-4.6,0,0,1022.9,5.3,298,11.5,0.4,0.21,1
2021-03-08T09:00,1.3,82,-1.5,-1.5,0,0,1023.2,3.6,276,11.2,0.6,0.21,1
2021-03-08T10:00,3.8,73,-0.6,1.2,0,0,1023.2,2.5,278,11.2,1.8,0.21,1
2021-03-08T11:00,5.2,62,-1.4,2.5,0,0,1023.1,2.9,263,13.3,3.8,0.209,1
2021-03-08T12:00,6.3,60,-0.9,3.5,0,0,1022.9,3.9,248,15.5,5.6,0.209,1
2021-03-08T13:00,7.1,57,-0.9,4.1,0,0,1022.8,4.8,257,15.8,7.5,0.203,1
2021-03-08T14:00,7.7,57,-0.4,4.8,0,0,1022.2,4.8,283,16.9,8.3,0.203,1
2021-03-08T15:00,8.2,55,-0.3,5.6,0,0,1021.6,2.9,277,16.9,8.8,0.202,1
2021-03-08T16:00,8.2,53,-0.8,5.5,0,0,1021.1,3.2,243,13.3,8.8,0.202,1
2021-03-08T17:00,8,55,-0.6,5,0,0,1020.7,5,249,12.2,8.3,0.201,1
2021-03-08T18:00,6.7,64,0.4,3.8,0,0,1020.7,5.9,308,11.2,7.5,0.201,1
2021-03-08T19:00,4.7,73,0.3,1.3,0,0,1020.8,8.8,341,16.2,6.4,0.201,0
2021-03-08T20:00,3.2,84,0.8,0.5,0,0,1021,5.3,332,15.5,5.5,0.201,0
2021-03-08T21:00,2.6,88,0.8,-0.3,0,0,1020.9,6.6,279,8.3,4.8,0.202,0
2021-03-08T22:00,3.1,83,0.5,0.1,0.1,0,1020.9,6.2,260,10.8,4.4,0.202,0
2021-03-08T23:00,3.2,85,0.8,0.1,0.2,0,1020.8,7.2,252,12.2,4.1,0.204,0
2021-03-09T00:00,3.4,85,1.2,0.2,0.2,0,1020.6,8.7,246,15.1,4,0.205,0
2021-03-09T01:00,3.5,84,1,-0.2,0.3,0,1020,11.8,239,20.5,4.9,0.201,0
2021-03-09T02:00,3.9,83,1.2,-0.1,0.1,0,1019.6,14.3,231,25.6,4.5,0.202,0
2021-03-09T03:00,3.9,83,1.3,-0.2,0.1,0,1019,15.3,229,27.4,4.3,0.203,0
2021-03-09T04:00,3.8,86,1.7,-0.2,0.2,0,1018.2,14.9,233,27.4,4.1,0.205,0
2021-03-09T05:00,3.7,88,2,-0.3,0.2,0,1017.7,15,240,26.6,3.9,0.206,0
2021-03-09T06:00,3.1,91,1.8,-0.7,0.2,0,1017.5,13.4,243,26.6,3.6,0.208,0
2021-03-09T07:00,3.6,92,2.4,-0.1,0.1,0,1017.4,13.7,247,24.5,3.6,0.208,0
2021-03-09T08:00,4.2,94,3.2,0.7,0,0,1017.5,13.2,259,24.8,3.8,0.208,1
2021-03-09T09:00,5.1,93,4,1.8,0,0,1017.7,13,268,23.8,4.3,0.209,1
2021-03-09T10:00,6.1,90,4.7,2.8,0,0,1017.7,14.3,288,25.9,5,0.209,1
2021-03-09T11:00,7.5,86,5.3,4.4,0,0,1017.7,13.8,298,41,6.1,0.209,1
2021-03-09T12:00,7.9,86,5.7,4.9,0,0,1017.7,13,294,39.6,6.8,0.209,1
2021-03-09T13:00,7.3,88,5.4,4.5,0.1,0,1018.1,11.3,297,37.1,6.5,0.227,1
2021-03-09T14:00,8.2,84,5.7,5.5,0.1,0,1017.8,11.3,297,34.9,7.4,0.227,1
2021-03-09T15:00,7.4,82,4.5,3.9,0.2,0,1017.5,15.1,310,31,7.4,0.228,1
2021-03-09T16:00,7.1,84,4.6,3.9,0,0,1017.6,13,318,29.9,7.1,0.227,1
2021-03-09T17:00,6.8,85,4.4,3.8,0,0,1017.7,11.2,318,25.6,6.9,0.227,1
2021-03-09T18:00,6.5,86,4.4,3.9,0,0,1017.7,8.7,312,22,6.6,0.227,1
2021-03-09T19:00,5.4,93,4.3,3.1,0,0,1018,6.1,273,15.8,6.1,0.226,0
2021-03-09T20:00,4.5,94,3.6,1.8,0,0,1018.1,7.8,248,13.3,5.3,0.226,0
2021-03-09T21:00,3.8,95,3,1.2,0,0,1018,6.4,243,14,4.8,0.225,0
2021-03-09T22:00,2.8,95,2.1,0.1,0,0,1017.9,6.4,218,10.8,4.3,0.225,0
2021-03-09T23:00,3,94,2.2,0.3,0,0,1018,6.9,208,11.5,3.8,0.225,0
2021-03-10T00:00,3.5,93,2.4,0.4,0,0,1017.6,9.5,209,16.6,3.7,0.225,0
2021-03-10T01:00,4.3,91,2.9,1,0,0,1017.4,11.5,212,19.8,4.5,0.223,0
2021-03-10T02:00,3.8,91,2.5,0.4,0,0,1017.6,11.7,223,21.2,4.4,0.222,0
2021-03-10T03:00,3.8,89,2.2,0.3,0,0,1017.6,11.8,230,21.2,4.3,0.222,0
2021-03-10T04:00,3.1,92,1.9,-0.3,0,0,1017,10.5,221,20.9,4.1,0.222,0
2021-03-10T05:00,2.8,93,1.8,-0.6,0,0,1016.7,10.7,213,18.7,3.8,0.222,0
2021-03-10T06:00,2.8,94,1.9,-0.8,0,0,1016.2,12.5,198,22.3,3.7,0.221,0
2021-03-10T07:00,3,93,2.1,-0.7,0,0,1016,13.4,194,23.4,3.6,0.221,0
2021-03-10T08:00,3.7,88,1.8,-0.4,0,0,1015.8,15.7,191,27.4,3.7,0.221,1
2021-03-10T09:00,4.8,78,1.2,0.3,0,0,1015.4,18.2,194,32.8,4.1,0.221,1
2021-03-10T10:00,5.7,74,1.5,1.1,0,0,1014.9,18.7,191,34.9,4.7,0.22,1
2021-03-10T11:00,7.1,69,1.9,2.3,0,0,1014.4,20.7,193,39.2,5.5,0.22,1
2021-03-10T12:00,8,62,1.3,2.4,0,0,1013.6,25.3,197,47.5,6.2,0.219,1
2021-03-10T13:00,8.4,67,2.6,3.8,0,0,1013.1,20,194,50.4,7,0.213,1
2021-03-10T14:00,9,61,1.8,3.9,0,0,1011.9,22.4,195,41,7.2,0.213,1
2021-03-10T15:00,8.8,58,0.9,3.4,0,0,1011.4,23.9,201,45.7,7.2,0.212,1
2021-03-10T16:00,8.7,58,0.9,3.2,0.1,0,1010.5,24.1,202,45.7,7.2,0.213,1
2021-03-10T17:00,7.9,61,0.9,2.2,0.3,0,1009.6,25.2,199,46.1,6.9,0.215,1
2021-03-10T18:00,7.1,68,1.5,1.1,0.3,0,1008.4,27.9,197,50.8,6.4,0.217,1
2021-03-10T19:00,6.5,76,2.5,0.5,0.6,0,1007.5,29.3,194,54,5.9,0.221,0
2021-03-10T20:00,6.4,80,3.1,0.4,0.4,0,1006.4,30,194,55.1,5.6,0.224,0
2021-03-10T21:00,6.6,81,3.6,0.3,0.1,0,1005.1,32.4,197,59.4,5.5,0.224,0
2021-03-10T22:00,7,82,4.2,0.6,0.1,0,1003.7,34.2,200,63,5.6,0.225,0
2021-03-10T23:00,7.3,84,4.8,1,0.1,0,1002.5,34.1,202,64.4,5.8,0.225,0
2021-03-11T00:00,7.6,85,5.3,1.6,0,0,1001.4,33.2,203,63.4,6,0.225,0
2021-03-11T01:00,6.8,87,4.8,0.9,0,0,1000.6,32,201,61.6,5.7,0.221,0
2021-03-11T02:00,7.6,87,5.5,1.7,0.1,0,999.6,32.9,203,60.8,6,0.221,0
2021-03-11T03:00,8.2,86,6,2.2,0,0,998.3,34.6,207,63.7,6.3,0.221,0
2021-03-11T04:00,9.1,85,6.7,3,0,0,996.7,35.6,208,67,6.6,0.221,0
2021-03-11T05:00,9.9,85,7.5,3.9,0.2,0,995.5,36.7,211,67.3,7,0.223,0
2021-03-11T06:00,10.6,84,8,4.7,0.1,0,994.8,36.9,216,68.8,7.5,0.223,0
2021-03-11T07:00,10.7,85,8.2,4.7,0.3,0,994.2,38.5,222,89.3,7.8,0.225,0
2021-03-11T08:00,10.2,84,7.7,3.6,0.4,0,994.5,41.4,233,94.3,8,0.228,1
2021-03-11T09:00,10.5,76,6.4,3.3,0.1,0,994.7,43.1,235,79.9,8.1,0.228,1
2021-03-11T10:00,11.1,67,5.3,2.9,0.1,0,994.8,48.4,237,90.4,8.5,0.228,1
2021-03-11T11:00,11.6,65,5.3,3.7,0,0,995,45.8,237,88.6,9.2,0.227,1
2021-03-11T12:00,12,58,4,3.6,0,0,995.7,48.3,245,95,9.8,0.226,1
2021-03-11T13:00,12.2,58,4.1,4.5,0.1,0,996.5,42.9,246,96.5,10.7,0.221,1
2021-03-11T14:00,12.1,61,4.7,5.3,0.2,0,996.9,37.8,245,85,10.8,0.222,1
2021-03-11T15:00,11.8,56,3.4,4.2,0.1,0,997.2,41.9,247,86,10.8,0.221,1
2021-03-11T16:00,10.3,66,4.2,4.1,0.2,0,997.8,33.5,246,81.4,10.4,0.222,1
2021-03-11T17:00,9.6,71,4.6,4.2,0,0,998.1,28.4,246,65.5,9.9,0.221,1
